,lat,long
0,12.838150585622234,77.59507863648756
1,13.126328350286606,77.60840763542512
2,12.777072882986388,77.57220205391185
3,12.935470620972112,77.68695446578424
4,13.005197357507482,77.63518433544351
5,12.933280546103983,77.39504486696626
6,12.923771731379201,77.46322326083391
7,13.014917169112868,77.49337871630203
8,13.065657373631842,77.79422811781028
9,12.786200592089392,77.56996942928966
10,12.796458665502009,77.74929499792313
11,12.960088814208403,77.78954629617634
12,12.76927731808287,77.79409118857518
13,12.982036600226177,77.57257739824381
14,12.796790551429003,77.50108913581589
15,12.957301036162734,77.78676690492657
16,12.792415485238443,77.579087222883
17,12.747330227344495,77.69399922316278
18,12.904896598310831,77.3870896034333
19,13.152815308485707,77.72044312700375
20,13.127775667972498,77.52832505127417
21,13.15656535020424,77.70330869186027
22,13.155372238213697,77.7597085651106
23,12.933866944702896,77.521479759954
24,12.806480129667445,77.76732141902711
25,13.084988149440147,77.60307175564434
26,12.971899218853935,77.50877353235731
27,13.032881322298687,77.73426085499149
28,13.010274341574371,77.74891873883327
29,12.930308962600492,77.55590850704945
30,12.809306381188723,77.64869835022614
31,13.098339749377399,77.74347380885514
32,13.060924029881248,77.38395125782488
33,12.8382132139533,77.48699108924068
34,13.001794417701594,77.53115973078862
35,12.841984878042425,77.38368256787643
36,13.135270626530513,77.41298153110414
37,12.85209431312485,77.50059997739817
38,13.046883549225432,77.79044582738011
39,12.960023700734446,77.45482175847268
40,13.092209174734023,77.49218977209667
41,12.987340124144513,77.49205815863037
42,13.132841232120516,77.48568172181733
43,13.102235893683503,77.5562541566971
44,12.83110378771449,77.79546632913507
45,12.738139783391457,77.53184438726073
46,13.132523111567949,77.76049394540817
47,12.750249468908184,77.53998424488842
48,13.012667750576412,77.7623595821188
49,12.939293861703723,77.7269886092477
50,13.157975211287843,77.7688535052839
51,12.895428235419953,77.81283142625651
52,12.771771341148028,77.6920269781736
53,12.754928552351606,77.81970673176089
54,13.044098847411288,77.50479492381162
55,12.95223852415498,77.54217868244339
56,12.82222213778322,77.76909716615651
57,13.010153621081587,77.58054608747585
58,12.851851636435377,77.52049072261183
59,13.045958432369499,77.44766236385613
60,12.911865009118241,77.75236581895206
61,13.051330460246916,77.46506125954734
62,13.136595199717311,77.72264931620707
63,13.054248181528184,77.82456802704851
64,13.145227372142667,77.3858066019583
65,12.771284553179827,77.72326248158541
66,12.904478700782839,77.53576936079882
67,13.035470200274215,77.73264205290396
68,13.129373890895975,77.67364649066533
69,13.074177741975577,77.71447904155873
70,13.079083908120303,77.82745811818465
71,12.949776654291764,77.49163734920627
72,12.99717625290793,77.38436419431717
73,13.015102811094229,77.69471411412675
74,12.910803111905365,77.6989906283482
75,12.871628258689313,77.74051294604611
76,12.837171449198374,77.78139805158953
77,12.802277490455122,77.75700605134301
78,13.112367661275922,77.75677825723355
79,12.899038084528424,77.41742571162904
80,13.098863651531154,77.58625453708088
81,13.112140819999285,77.77848533082863
82,13.071173317585941,77.80384666835569
83,12.797967645984347,77.67150848664424
84,12.816608321642834,77.56000381548688
85,12.845605657852564,77.73935983792411
86,13.099857789739444,77.69717738174901
87,13.142927365955087,77.71185550184961
88,12.788783739391045,77.46931303407365
89,12.874798917585794,77.78464180551464
90,13.108595897055324,77.38544526930643
91,13.02117043689211,77.83309425531498
92,12.862757707474259,77.43359179593881
93,13.127971554277988,77.69398113715478
94,13.004177646221292,77.68291871472626
95,12.934724878848966,77.63046457562733
96,12.830793950382471,77.4182656271885
97,12.900220335484605,77.8152872307252
98,13.08057443267617,77.52926759553706
99,12.757630926713984,77.6341904925249
100,12.868377805465899,77.76662303863077
101,13.088449874979007,77.68341694265325
102,13.033824364168064,77.6533961849784
103,12.775275176969064,77.8102683481731
104,12.905255823651531,77.53610554797335
105,13.050151198061064,77.77172657251859
106,12.93636326305873,77.54151455679992
107,12.907358365341343,77.41691503621747
108,12.752672495599155,77.69588601523625
109,12.98358790705185,77.6460163303342
110,12.749613207401756,77.54991925370575
111,12.9155387345317,77.76535318820497
112,12.997387527996388,77.39551077511226
113,12.9459255966791,77.47233596501398
114,13.033922822496198,77.80397330513483
115,12.794147968695961,77.79748210198781
116,13.104761975528007,77.66950355780159
117,12.851144778503258,77.5001267387284
118,13.073128210191223,77.44014648862823
119,12.914334793169958,77.49061644711313
120,12.797909888420529,77.7412151305549
121,12.829149836743772,77.49820967130051
122,13.164123120294484,77.41422220891324
123,12.813557634705719,77.50255214723002
124,12.984242062639472,77.55045101174504
125,12.828744403924313,77.57434477403694
126,13.029414331570273,77.61851320374878
127,13.13012648900826,77.42558174864561
128,12.801508144006746,77.44066664762977
129,12.739793605825867,77.69779034533177
130,12.94630887995389,77.79540252887105
131,12.85788817655077,77.73913230401598
132,13.110730612341023,77.60780147417087
133,12.855721239057909,77.44733721364015
134,12.824521071740138,77.70965844068292
135,13.116890610058114,77.43572916948665
136,12.822921431507483,77.68873451933403
137,13.011051670733657,77.67114372638034
138,12.807760754851044,77.39966198560012
139,12.824641116586761,77.73340436808009
140,12.971086274888115,77.56384189404432
141,13.013285247070538,77.63317483980568
142,12.934759087818113,77.41212244003603
143,12.763478712008585,77.80463322140866
144,12.991186613104414,77.80694236030243
145,13.02113951911042,77.52768758121074
146,13.039952933906651,77.7134296285701
147,13.101576099516857,77.60588869215219
148,13.055734681666454,77.6385222449539
149,12.845553949216717,77.54231280648327
150,13.099512990641081,77.7249445699327
151,13.159585539431372,77.65257883403544
152,12.991134449913913,77.70555286446648
153,12.80221004262019,77.42825240813313
154,13.09701202083011,77.61128886844611
155,13.023656953848183,77.74260478427581
156,13.032202222504985,77.69896363665526
157,13.105528181531636,77.73263119512754
158,12.828727938290168,77.45280289188928
159,12.859905741395675,77.47854313656438
160,13.067693874889203,77.74960157381898
161,12.877396036632469,77.78228022987824
162,13.019848065450763,77.80465716984327
163,13.148863168238078,77.77420868696801
164,12.824526898838686,77.66470177309603
165,13.137790034838662,77.6376515095672
166,12.804921838060704,77.57790223768815
167,13.087677901294983,77.75304045926634
168,12.935784176702084,77.41333734849833
169,12.743628925274983,77.54262212151396
170,12.801262670573026,77.73867787783331
171,13.047392313892324,77.63404730599652
172,12.928875030109056,77.82216962501626
173,13.084374796407536,77.795373550226
174,12.830456698523225,77.81125444108578
175,12.942277740566347,77.81757741871903
176,13.028826049598381,77.77684702421172
177,12.905309523942861,77.78067489541156
178,12.899899785196572,77.7461800529381
179,13.018164281924655,77.73242618885926
180,12.781582036258138,77.65146074883847
181,12.977202937216118,77.6993112199809
182,12.877596182136212,77.8242711119867
183,13.093952887449632,77.80033861226012
184,12.844280219735436,77.55266437307215
185,12.831181038130381,77.43038743542138
186,12.897918088968137,77.40387830803166
187,12.77588865390777,77.51221565138947
188,12.930315107337329,77.53071455891319
189,12.767100785649777,77.45262305802675
190,12.940629823963274,77.80679035874547
191,13.096220522646423,77.5795290873181
192,12.890679446653618,77.63884978097951
193,12.795107278088272,77.7687419052412
194,12.874056890601238,77.48979724529921
