lab,lat,long
0,-33.6484991094945,151.124856315545
1,-33.6538678085908,151.163251159076
2,-33.8732323553601,150.931944095666
3,-34.1050915963462,150.867463840669
4,-33.8461015923029,151.051375285629
5,-33.6297591022266,150.796225821543
6,-34.0537466583931,150.770981068553
7,-34.0631938278299,151.163569626534
8,-33.9706083567809,151.170439625967
9,-33.6714846020861,150.850484896321
10,-33.9948923622841,151.233021233914
11,-33.6058922301231,151.184614579388
12,-34.0953767373892,150.846486845276
13,-33.6925489205172,150.679175341711
14,-33.9041951424032,150.926469528739
15,-33.5059081020007,150.806502138365
16,-33.6577094026022,151.003082098407
17,-33.886859767429,151.139985467576
18,-34.0610202866286,151.126940665777
19,-33.8569426667123,150.65568947138
20,-34.0244613629954,150.961058917242
21,-33.8960369685616,151.027882270589
22,-33.5438005963987,151.041392878518
23,-33.5507346180552,150.836446950345
24,-33.9892486634564,150.9548347573
25,-33.578528359386,150.938665255982
26,-33.7748881133871,150.683813293883
27,-33.5823841945604,151.15758443465
28,-33.7940614119415,150.755420062751
29,-33.5303183783495,150.959726399756
30,-33.7827498053223,151.090363456467
31,-33.6438165202115,151.132835373749
32,-33.5303746900935,151.093450560896
33,-34.1119825412685,150.88060469489
34,-33.8533303692861,151.233255519581
35,-33.9431262294733,150.966906351669
36,-34.0001650383728,151.144343491485
37,-33.5687853955276,150.833560106912
38,-33.8760249615298,150.694529745111
39,-33.5203097017815,150.788843939449
40,-34.0168637654567,151.092861770543
41,-33.9844539143391,151.103599403906
42,-33.5065865752469,150.820681169486
43,-33.8204121660597,151.116830328825
44,-33.9408652142931,151.086685812712
45,-33.566222999144,150.698115241077
46,-33.6298213915804,150.976209715585
47,-33.7255988532231,150.962938422437
48,-33.8675494727819,150.907015527161
49,-33.8508774495353,151.094769481223
50,-33.5683864367965,151.048113673186
51,-33.8646745006407,150.676712841714
52,-34.0655868785898,150.807762925141
53,-34.011135533723,150.685157256549
54,-33.50919482237,151.255976852218
55,-33.726809902452,150.893624641593
56,-33.7164835329141,150.834580688537
57,-33.5703365311062,150.860051750239
58,-33.8838053218229,150.650927736047
59,-33.7379461097973,150.957619089167
60,-33.8964667239805,150.632136934036
61,-33.7396859540392,150.913801132762
62,-33.5287144805983,151.025896257087
63,-33.5852830709802,150.811949845018
64,-34.0193146657053,150.988919510203
65,-33.9870349428561,150.65451531205
66,-33.637478482121,150.738870506177
67,-33.5596223242839,151.125229893357
68,-33.8872810127524,150.820764261773
69,-33.9160935032236,150.757149720195
70,-33.4835019607518,150.8430174542
71,-33.663471251576,151.126246950755
72,-33.9787698745276,151.093915343612
73,-33.5902867032461,150.752668641026
74,-33.5260709500835,150.750772838396
75,-33.7524913466353,151.127901314699
76,-33.9851677430065,151.153827221163
77,-34.0421342613423,151.149863302306
78,-33.5899246939299,150.91351671377
79,-33.837303777355,151.128523235829
80,-33.844802373876,150.708612267705
81,-33.6577188833248,151.080436952033
82,-33.7867084857054,151.136994127178
83,-33.8392150453753,151.228759868458
84,-34.0538398428618,150.90315698968
85,-34.1008106417813,151.237866060476
86,-33.6722041256141,151.225343155045
87,-33.4877833106881,150.642819759736
88,-33.6236773689424,150.800653371204
89,-33.6019739403326,150.70605340244
90,-33.585455366323,151.107803913538
91,-33.7102483050078,151.120556300266
92,-33.9111336861427,151.18634259665
93,-33.5941312138927,150.666363020975
94,-33.8687319867274,150.814652324861
95,-34.1114560550897,150.959989896784
96,-33.7828872187821,151.173934313686
97,-33.6941972466582,150.812893754288
98,-34.0006392120365,150.763571370858
99,-33.6415940352022,151.138529332351
100,-34.1025446172624,150.761566745357
101,-33.8386211598753,150.70269013434
102,-33.7604592285881,151.189022131141
103,-33.6766434367206,151.036137661817
104,-33.49967261451,151.044980608548
105,-33.6309605390282,150.718770834849
106,-33.6428181500301,150.933790090422
107,-33.6747185763268,150.904582814865
108,-33.8746884611441,150.777359404741
109,-33.4863039561219,150.629350429322
110,-34.031731825103,150.978532159205
111,-33.8288157431235,150.71748835929
112,-33.9982845554085,151.107973514097
113,-33.8934200572839,150.684390003475
114,-33.6354494762105,151.223904738834
115,-34.1008239472597,151.008755053596
116,-33.6548295472533,150.780877515718
117,-33.5619358171617,151.040886279649
118,-33.7071547627594,150.748095021176
119,-34.0581084185091,150.811694355023
120,-33.7864820751978,150.644557816483
121,-33.5988837408217,151.209118978797
122,-34.0489136931009,150.648760229454
123,-34.0455605899558,150.817062874155
124,-33.7412586550829,150.824702991892
125,-33.9430214570024,151.247637420604
126,-33.9714211453087,150.95707211024
127,-33.9448376394908,150.843746241939
128,-33.6358079667333,150.654951671331
129,-33.5377365211411,150.686170898324
130,-33.8659534261918,150.63976290066
131,-34.0363380820081,150.966009081115
132,-33.9524271599235,151.125604075269
133,-33.7178956424238,151.178330218085
134,-33.5389708482962,151.257913056639
135,-34.0310486639139,150.873683210655
136,-34.0332463418348,150.794173743316
137,-33.8484644797594,151.133831854925
138,-33.6494977793969,150.816474534332
139,-33.6279387738724,150.722646961514
140,-33.9515764284018,150.751349663982
141,-33.7440532586334,151.013228535644
142,-33.7676676728465,150.693500610621
143,-33.6040322734149,150.790025129493
144,-34.0254359007085,150.838070948921
145,-34.0043640208869,150.976545460988
146,-33.6130873498625,150.690475023615
147,-33.9236178305277,150.730273859358
148,-33.6678877612836,150.902211704112
149,-33.6050151814381,150.942992851126
150,-33.6444779318537,150.850498443801
151,-33.6567104974259,151.209264737391
152,-33.8923481921753,150.990243182567
153,-33.9239411696189,150.702461753838
154,-33.4927175649961,150.826671127963
155,-33.8051347189346,150.95928913945
156,-33.7994924854086,150.709524657748
157,-33.8345286133564,151.161273680867
158,-33.5832085445917,151.084674210168
159,-33.5208821595496,150.851307654936
160,-33.8665195975684,150.84808965129
161,-33.9979103118713,150.63470225401
162,-33.8000692062935,150.668511136571
163,-34.0188431359639,150.790325593754
164,-33.6225966010826,150.840178735538
165,-33.6869580661344,150.72139049953
166,-33.6534503274621,151.012957761587
167,-33.8207979192596,151.211599840609
168,-33.8159533406957,150.730511963274
169,-34.0127702760839,151.115380732479
170,-33.8418930834726,151.118623585486
171,-33.6223873679404,150.913923724369
172,-33.7286995643776,151.15311112087
173,-33.5265350995816,150.791582776848
174,-33.9307292522042,151.061101483931
175,-33.5878864485865,151.006693209931
176,-33.6124337936341,150.886916945445
177,-33.7772288237781,150.700120034998
178,-33.4988645320927,150.780741806874
179,-33.9529346809743,150.890880658764
180,-33.6797068627711,151.042699917473
181,-33.5256953523676,151.088270837307
182,-34.0622290151279,150.76783130282
183,-33.7394319025487,151.126704379058
184,-33.7535451103103,150.756536437213
185,-34.1118838460306,151.145256404429
186,-33.7025759356596,151.120364984776
187,-33.5311870211593,151.049298675127
188,-33.9502586224291,151.261223188334
189,-33.820744776584,151.155566713686
190,-33.661466753129,151.116254351987
191,-33.6163496672004,151.0852393288
192,-34.0392977969354,150.853646172223
193,-34.1189108200839,150.793896736163
194,-33.797261819671,151.189969940439
195,-33.6678338802137,151.237127069662
196,-33.5368185587765,150.76181568716
197,-33.779056404491,151.008329718272
198,-33.7132529832295,150.968301378433
199,-33.9392360417138,150.825594012949
200,-33.8786914613214,150.682664127829
201,-33.6703197420567,150.938009931177
202,-33.6107443438278,150.738634038348
203,-34.1192034087236,151.183368439841
204,-33.9279091856709,150.880383078273
205,-33.9377137632464,150.783855199501
206,-33.5518587679469,151.199270354243
207,-33.7422044621824,151.13831071015
208,-34.1133106642726,150.93627475824
209,-33.8044747392728,151.01536326969
210,-33.8637337955838,151.029634564418
211,-33.7869048749029,151.198676904469
212,-33.9532483496459,150.87337092496
213,-33.9111975700785,150.744407432895
214,-33.8205401772151,151.124265561202
215,-33.619132706609,150.977262545449
216,-33.6136228853596,150.657563240642
217,-33.753387514854,151.204375433314
218,-33.7848399081563,150.73271841185
219,-33.9598042715496,150.988170112743
220,-33.7442451751838,151.113242512785
221,-33.8073961972215,150.698852902209
222,-33.7710064467121,150.786974432035
223,-33.9034886943843,150.815083534925
224,-33.8471237175734,150.826413484655
225,-33.5974895480959,151.080010647898
226,-34.0181867045067,151.120594369833
227,-33.7167185846221,151.160588451234
228,-33.8448420898372,150.666377930788
229,-33.6809959662236,150.764330891805
230,-33.8010512181878,151.053776180767
231,-33.7988096807213,151.024241074291
232,-34.0058300816918,150.730494634351
233,-33.9199817780692,151.11166219833
234,-33.6600377368235,150.928413468622
235,-33.5795530797425,150.664080572904
236,-34.0090766525182,151.062825114899
237,-33.6272953046799,151.249948650398
238,-33.5162140431932,150.852130533487
239,-33.8226002448427,151.100357905542
240,-33.6535981695496,151.054217701441
241,-34.0809890429863,151.239880091549
242,-33.7323779760341,150.838853726668
243,-33.6994751252133,150.848661145635
244,-33.5240097455812,150.960955675658
245,-33.5153274913399,150.813202233307
246,-33.6864879851125,150.73837223866
247,-33.9622696823508,151.097424941794
248,-33.5495381518239,151.150056411577
249,-33.698205894205,150.753519399747
250,-33.8237407519154,151.038436738768
251,-33.6380125617098,150.638684976097
252,-33.647648238512,151.239862787196
253,-33.5182338932958,150.678251354689
254,-34.0920663586208,151.043116211338
255,-33.9921818254832,151.087084412014
256,-34.0177302848067,150.675157919676
257,-33.8803297892355,151.106129871577
258,-33.7238738602481,150.762087965883
259,-33.7963610692344,150.685575465009
260,-33.5185492896285,151.160827618115
261,-33.5627785410172,150.790048832274
262,-33.9850526151609,150.687015330608
263,-33.8808342748594,151.039873347655
264,-33.7253809236519,151.021838838623
265,-33.6727391223892,150.668470526375
266,-33.9621438592063,151.231544217224
267,-33.6120216612254,150.725481437204
268,-33.9034710715779,151.245975126732
269,-33.8147248375684,150.655858962756
270,-33.5268193849121,151.068891662079
271,-33.5831830768202,150.955820811724
272,-33.8483525847323,151.20358345073
273,-33.6566837471696,150.765581914281
274,-33.9846920754029,150.891125161011
275,-34.0588846391638,150.7154615561
276,-33.9073737537999,150.770923733936
277,-33.8588421640738,151.15488010562
278,-33.817247081685,150.683637779919
279,-33.9834216224466,150.971831993592
280,-33.5119056422802,151.048561532229
281,-33.5235687567671,150.984873276419
282,-34.1180369388171,151.123459925134
283,-33.6602451460791,151.070101709105
284,-33.584245577519,150.863739639
285,-34.0216672912825,150.650548636063
286,-34.0917739025364,151.139997723156
287,-33.9201668196018,151.158773893973
288,-33.78392704271,150.878099610599
289,-33.4912272865903,150.720632599123
290,-34.0067213009089,150.87698729967
291,-33.8412978042456,150.860183519222
292,-33.8085864547024,151.068995365032
293,-33.8127414212402,150.949353692467
294,-33.5924435746566,150.852596693473
295,-33.8056229437982,151.127095998025
296,-33.8695917414052,150.888343287148
297,-33.4874690497759,150.916214908851
298,-33.5743464133887,151.221948572162
299,-33.9034253437867,151.153669429186
300,-33.8241691889901,151.060714162906
301,-34.1172263935935,150.72990518748
302,-33.9740435589668,150.943822583813
303,-33.8431517995441,150.914618907409
304,-33.8930489180326,150.96639061741
305,-33.6453698812472,151.00685498312
306,-33.8797788884289,150.80610298863
307,-33.8810683176668,151.014767668708
308,-33.7003424210927,150.883442028399
309,-33.8469845608017,151.139919144875
310,-33.7241259576835,151.224961613377
311,-33.7187519392778,151.235741736114
312,-33.7175129632679,151.060250322721
313,-33.8165960416476,151.234882406923
314,-33.4975185529795,151.246821595111
315,-33.9775268668199,151.102774557817
316,-33.7727047040621,151.158253924238
317,-33.5938411515595,150.966952539067
318,-33.518861025573,150.886428411248
319,-33.9539006237893,151.059636191613
320,-33.6648877593578,151.006132665904
321,-33.6513469235008,150.773338590914
322,-33.7993976194554,150.766395210734
323,-33.5096367879692,151.056668238964
324,-33.7014400980627,151.137095365548
325,-34.106589997818,151.242537354953
326,-33.7740370168129,151.21532390104
327,-33.9081924757349,150.987235014906
328,-33.7558043782499,150.976085465282
329,-33.7102327522509,151.059350761942
330,-33.5276875897569,150.967461363697
331,-34.0779863613931,150.885071546758
332,-33.780907847531,150.983794700328
333,-33.9055035227354,150.679292710386
334,-33.5003643309169,151.132548491705
335,-33.7353819112142,150.950931426161
336,-33.8792860201681,150.646285428567
337,-34.0052179420947,150.716501156168
338,-33.5308966325339,151.153891906813
339,-34.0538939958703,151.087741145378
340,-34.107910975955,150.671989137737
341,-33.5189395813004,150.986094763824
342,-33.9459978704846,151.190601647701
343,-33.7865316108352,150.769771320735
344,-33.6172577243685,151.023266556352
345,-33.8038935451579,150.727924550875
346,-33.8214210145307,151.159207579591
347,-34.0309403993462,150.896622556347
348,-33.9409292705875,150.987064752178
349,-33.5305751534347,151.184925329228
350,-33.7583255286975,151.139302157989
351,-34.0699108108483,151.096897351793
352,-33.7675889798418,151.083537200427
353,-33.8452649741625,150.688589962127
354,-33.8629314845402,150.745897662525
355,-33.6108166348385,150.852779908123
356,-33.5897190967321,150.905246335436
357,-33.6012233294304,150.71048224183
358,-33.6073098056952,151.224189238525
359,-33.8538942626935,151.087577196639
360,-33.9034994542976,150.699929982508
361,-33.8329336767073,150.851102315011
362,-33.9975528380157,150.789665444149
363,-33.8720623037788,151.061325036929
364,-34.02906989793,151.177937131472
365,-33.8449152486629,151.238925072906
366,-33.6625800141919,151.034691823913
367,-33.766982965272,150.907956462269
368,-33.5856653215938,150.909018534984
369,-33.8344545018398,150.80198568257
370,-33.7582196482492,151.258211063705
