,Unnamed: 0,lat,long,labels
0,0,12.838150585622234,77.59507863648756,0
1,1,13.126328350286606,77.60840763542512,1
2,2,12.777072882986387,77.57220205391185,2
3,3,12.935470620972113,77.68695446578424,3
4,4,13.005197357507482,77.63518433544351,4
5,5,12.933280546103985,77.39504486696627,5
6,6,12.9237717313792,77.4632232608339,6
7,7,13.014917169112868,77.49337871630203,7
8,8,13.065657373631842,77.79422811781028,8
9,9,12.786200592089394,77.56996942928966,9
10,10,12.796458665502007,77.74929499792313,10
11,11,12.960088814208405,77.78954629617635,11
12,12,12.76927731808287,77.7940911885752,12
13,13,12.982036600226175,77.57257739824381,13
14,14,12.796790551429005,77.50108913581589,14
15,15,12.957301036162734,77.78676690492657,15
16,16,12.792415485238445,77.57908722288299,16
17,17,12.747330227344493,77.69399922316279,17
18,18,12.904896598310833,77.3870896034333,18
19,19,13.152815308485707,77.72044312700375,19
20,20,13.127775667972498,77.52832505127418,20
21,21,13.156565350204241,77.70330869186027,21
22,22,13.155372238213696,77.7597085651106,22
23,23,12.933866944702896,77.521479759954,23
24,24,12.806480129667444,77.76732141902711,24
25,25,13.084988149440148,77.60307175564434,25
26,26,12.971899218853936,77.50877353235731,26
27,27,13.032881322298687,77.73426085499149,27
28,28,13.010274341574373,77.74891873883327,28
29,29,12.930308962600492,77.55590850704945,29
30,30,12.809306381188724,77.64869835022614,30
31,31,13.0983397493774,77.74347380885514,31
32,32,13.060924029881248,77.38395125782488,32
33,33,12.838213213953303,77.48699108924069,33
34,34,13.001794417701594,77.53115973078862,34
35,35,12.841984878042426,77.38368256787643,35
36,36,13.135270626530511,77.41298153110415,36
37,37,12.85209431312485,77.50059997739818,37
38,38,13.04688354922543,77.79044582738011,38
39,39,12.960023700734446,77.45482175847269,39
40,40,13.092209174734025,77.49218977209667,40
41,41,12.987340124144511,77.49205815863037,41
42,42,13.132841232120516,77.48568172181733,42
43,43,13.102235893683504,77.5562541566971,43
44,44,12.831103787714492,77.79546632913507,44
45,45,12.738139783391453,77.53184438726073,45
46,46,13.132523111567949,77.76049394540817,46
47,47,12.750249468908185,77.53998424488842,47
48,48,13.012667750576412,77.76235958211879,48
49,49,12.939293861703725,77.7269886092477,49
50,50,13.157975211287846,77.76885350528391,50
51,51,12.895428235419953,77.81283142625651,51
52,52,12.771771341148028,77.69202697817359,52
53,53,12.754928552351606,77.81970673176089,53
54,54,13.044098847411286,77.50479492381163,54
55,55,12.95223852415498,77.54217868244339,55
56,56,12.82222213778322,77.76909716615651,56
57,57,13.010153621081589,77.58054608747584,57
58,58,12.851851636435375,77.52049072261183,58
59,59,13.045958432369499,77.44766236385613,59
60,60,12.91186500911824,77.75236581895206,60
61,61,13.051330460246913,77.46506125954735,61
62,62,13.136595199717313,77.72264931620707,62
63,63,13.054248181528184,77.82456802704851,63
64,64,13.145227372142667,77.3858066019583,64
65,65,12.771284553179829,77.72326248158541,65
66,66,12.90447870078284,77.53576936079881,66
67,67,13.035470200274215,77.73264205290396,67
68,68,13.129373890895975,77.67364649066533,68
69,69,13.074177741975575,77.71447904155873,69
70,70,13.079083908120305,77.82745811818465,70
71,71,12.949776654291766,77.49163734920627,71
72,72,12.997176252907929,77.38436419431717,72
73,73,13.015102811094227,77.69471411412675,73
74,74,12.910803111905365,77.69899062834821,74
75,75,12.871628258689313,77.74051294604611,75
76,76,12.837171449198374,77.78139805158953,76
77,77,12.802277490455122,77.75700605134301,77
78,78,13.11236766127592,77.75677825723355,78
79,79,12.899038084528424,77.41742571162905,79
80,80,13.098863651531156,77.58625453708088,80
81,81,13.112140819999285,77.77848533082863,81
82,82,13.07117331758594,77.80384666835569,82
83,83,12.797967645984347,77.67150848664423,83
