,lat,long
0,-33.648046146132195,151.12803839755878
1,-33.65386780859083,151.1632511590762
2,-33.87419606492053,150.9321533190502
3,-34.105537456474856,150.86769041106342
4,-33.84363265571178,151.052223909758
5,-33.629696907616335,150.79332167639757
6,-34.05312900158918,150.77143203745132
7,-34.06395959643222,151.1641248804424
8,-33.972612110747626,151.17086749211117
9,-33.671484602086046,150.85048489632058
10,-33.99471406295142,151.2333018921096
11,-33.605786398921566,151.18545066671967
12,-34.09629639952779,150.8461667082451
13,-33.693897467741635,150.67947685841816
14,-33.904916672939464,150.92982886715802
15,-33.50590810200067,150.80650213836492
16,-33.65730968887637,151.00372852443414
17,-33.886859767428966,151.13998546757554
18,-34.060652803690665,151.12706580035834
19,-33.85807604310149,150.65677298361751
20,-34.0232441122009,150.96104504421183
21,-33.89558341545066,151.02763993994665
22,-33.54007205901155,151.04029406241688
23,-33.551732614513064,150.83810454101928
24,-33.990043470231214,150.95505966223732
25,-33.57852835938601,150.9386652559818
26,-33.77488811338705,150.68381329388268
27,-33.581269776852075,151.15836584446285
28,-33.79425272403144,150.75661134561273
29,-33.53031837834954,150.95972639975574
30,-33.783206979974985,151.08844679314578
31,-33.645473514830606,151.13274597803635
32,-33.530773722129396,151.09356497076325
33,-34.11186660857529,150.88186027279536
34,-33.85333036928608,151.23325551958078
35,-33.943692421025595,150.9633948333308
36,-34.000165038372835,151.14434349148462
37,-33.573108951369555,150.8338279326087
38,-33.87645724165195,150.69401309772496
39,-33.521162545630766,150.7893356484043
40,-34.016841123652945,151.09466735708364
41,-33.98445391433907,151.10359940390563
42,-33.507658998276796,150.820924149863
43,-33.8176389223185,151.1142353659008
44,-33.94103451584641,151.08704610156113
45,-33.568498562494796,150.6980854706244
46,-33.629723597427684,150.97529410140666
47,-33.72501968853754,150.96261259395206
48,-33.867616167435735,150.9065572148833
49,-33.85306542844916,151.0960162387048
50,-33.56851296061462,151.04873271158112
51,-33.86388315778036,150.6762714111421
52,-34.065088100326456,150.80836195100267
53,-34.012040315053845,150.6875615290974
54,-33.50919482237,151.25597685221751
55,-33.79463414161431,150.75484541864122
56,-33.72680990245203,150.8936246415927
57,-33.71648353291412,150.8345806885365
58,-33.571112190409686,150.8603470198495
59,-33.882863696438434,150.64866413758398
60,-33.73855720840552,150.95722281065076
61,-33.89654215581396,150.6303652516642
62,-33.7388220714011,150.91522839136496
63,-33.5275141374296,151.0255262613529
64,-33.584312437518214,150.81091452674343
65,-34.01746126888701,150.99049106926213
66,-33.98448593908114,150.65435317479324
67,-33.635470475834346,150.73866075095782
68,-33.55962232428389,151.1252298933574
69,-33.888294093691215,150.82089437668958
70,-33.917167459754815,150.7564615246738
71,-33.48350196075182,150.84301745419998
72,-33.666055536557124,151.12681667997984
73,-33.97768497118295,151.0900677371482
74,-33.591179372454874,150.75201010989795
75,-33.52758584667668,150.74843775708138
76,-33.75249134663534,151.12790131469856
77,-33.985286411509804,151.1533955548255
78,-34.04300215379887,151.15002911843686
79,-33.58992469392987,150.91351671376975
80,-33.83730377735498,151.12852323582885
81,-33.84307582477732,150.71016849311536
82,-33.65729617917734,151.08024023967965
83,-33.787110181893006,151.13835133506217
84,-33.88390495445643,150.6516399101868
85,-33.84002106877507,151.22942125860993
86,-34.053839842861784,150.90315698968038
87,-34.098549416375725,151.23687060679072
88,-33.67203543022246,151.22406713704777
89,-33.487783310688144,150.64281975973606
90,-33.62183453003537,150.79635842301104
91,-33.601315761840745,150.70459707651207
92,-33.585651770210525,151.10611094006813
93,-33.709278346277536,151.12172374300152
94,-33.911133686142726,151.1863425966504
95,-33.59413121389265,150.666363020975
96,-33.86853974326041,150.8151213614909
97,-34.11129829235765,150.9587881000639
98,-33.78273727563424,151.17244198092033
99,-33.69631123496548,150.81063318489174
100,-34.001102261137866,150.761669036076
101,-33.64121058579032,151.13929227728732
102,-34.1025446172624,150.7615667453566
103,-33.83630448676598,150.7059377256603
104,-33.76045922858815,151.18902213114086
105,-33.67664343672056,151.03613766181724
106,-33.499672614509976,151.0449806085482
107,-33.629713935245924,150.71822357952357
108,-33.64281815003012,150.93379009042178
109,-33.67234129083561,150.9048708817273
110,-33.87468846114414,150.77735940474096
111,-33.976084877630065,151.0955126258971
112,-33.48594883908156,150.62938217100833
113,-34.031731825103016,150.97853215920537
114,-33.82599984573263,150.71334837543773
115,-33.9980574774827,151.10779819571047
116,-33.89435532545605,150.6842381481791
117,-33.63533593348948,151.22369356357913
118,-34.10165336826629,151.00845671116025
119,-33.653315729771855,150.77732619192014
120,-33.561434864306136,151.04117245289183
121,-33.70631108701385,150.74746792472743
122,-34.05810841850912,150.81169435502306
123,-33.78629057642511,150.64423719963077
124,-33.59888374082174,151.2091189787967
125,-34.04891369310093,150.64876022945407
126,-34.044950823217306,150.8202436713934
127,-33.74124105570108,150.8252543238715
128,-33.942193999923134,151.2465423172768
129,-33.97132289118727,150.95771569620845
130,-33.94373568842935,150.8441870341252
131,-33.63580796673328,150.6549516713307
132,-33.536315287781576,150.68628838376299
133,-33.866628351826165,150.64086824660203
134,-34.035210778471324,150.96267205726195
135,-33.95174041155751,151.12206073225005
136,-33.71920409011849,151.17848607554689
137,-33.53908399757752,151.25911472304182
138,-34.03092980895641,150.87372846503266
139,-34.03324634183485,150.79417374331575
140,-33.84858979269347,151.13255394788888
141,-33.65040694526661,150.81674670187525
142,-33.62793877387242,150.72264696151439
143,-33.95096048407721,150.75048590366896
144,-33.744053258633386,151.01322853564437
145,-33.76766767284652,150.69350061062053
146,-33.60421300606914,150.78769411601846
147,-34.026053930417916,150.83674538338892
148,-34.003639614508785,150.97536607972475
149,-33.6118123377708,150.69031583901506
150,-33.92522366983188,150.72947167214633
151,-33.66803350865749,150.90096204941048
152,-33.605066549718735,150.94292278011864
153,-33.644477931853714,150.85049844380092
154,-33.65486251382136,151.2076362304336
155,-33.891944837540706,150.98973670104652
156,-33.92500320329491,150.69897076834607
157,-33.49165130176685,150.82609727080134
158,-33.80483418373589,150.95934094441407
